img,differences,change
train_108.png,"[0.005907871760427952, 0.0022987928241491318, 0.0018550439272075891, 0.011430134065449238, 0.005852431524544954, 0.01808297075331211, 0.0013273637741804123, 0.0009010503417812288, 0.0012532752007246017, 0.00021744502009823918, 0.0006330719916149974, 9.279513324145228e-05, 0.004659607540816069, 0.016616635024547577, 2.87787988781929e-05, 0.0029001226648688316, 0.12454909831285477, 0.0012008470948785543, 0.0015628114342689514, 0.04758015275001526, 0.056299179792404175, 0.00013315730029717088, 0.0018037906847894192, 0.0007005864754319191, 0.00019130692817270756, 0.0006644050590693951, 0.007748050149530172, 0.0030857487581670284, 0.0008950869087129831, 0.09183352440595627, 0.010008217766880989, 0.07364661991596222]",1
train_109.png,"[0.0004587811417877674, 0.0008332472061738372, 0.004356777295470238, 0.011296011507511139, 0.004849586635828018, 0.00410481495782733, 0.0017153494991362095, 0.00086025899508968, 0.004305766895413399, 0.00043255335185676813, 0.00020239269360899925, 0.00033661630004644394, 0.02424285002052784, 0.02185136079788208, 0.00011439303489169106, 0.0017028643051162362, 0.01823442056775093, 0.0004872024292126298, 0.009011497721076012, 0.14566653966903687, 0.23596295714378357, 3.063499025302008e-05, 9.052222594618797e-06, 6.078966544009745e-05, 0.0005097860121168196, 0.002681819722056389, 0.00042738812044262886, 0.00045167957432568073, 0.005439042113721371, 0.10698367655277252, 0.026147115975618362, 0.11239258944988251]",1
train_11.png,"[0.0026973066851496696, 0.013998692855238914, 0.0024803888518363237, 0.014979606494307518, 0.003497655037790537, 0.004484780132770538, 5.815399345010519e-05, 3.789793117903173e-05, 0.004135318100452423, 0.002124327700585127, 0.0011733146384358406, 4.983466351404786e-05, 0.02438751794397831, 0.0018108990043401718, 9.724428673507646e-05, 0.005444167647510767, 0.020074697211384773, 9.801605483517051e-05, 0.00793547835201025, 0.15899118781089783, 0.16238129138946533, 2.7910651624551974e-05, 0.0010396202560514212, 0.00039589626248925924, 0.0007895427406765521, 5.793233867734671e-06, 0.010983480140566826, 0.0017483406700193882, 2.5113578885793686e-05, 0.011967028491199017, 0.004156222566962242, 0.45328766107559204]",1
train_110.png,"[0.10484375804662704, 0.06899678707122803, 0.009632429108023643, 0.0008569513447582722, 0.0010898627806454897, 9.220023639500141e-05, 0.0022621944081038237, 0.005834249313920736, 0.09674102067947388, 0.00010924228263320401, 0.00023743644123896956, 0.0003684235562104732, 0.006384629290550947, 0.02998240664601326, 0.002409093314781785, 7.004360668361187e-06, 0.01922605000436306, 0.0004868632822763175, 0.004450849257409573, 0.11075995862483978, 0.18703192472457886, 0.00027396128280088305, 0.07201118767261505, 0.10567024350166321, 0.0409410297870636, 0.025973360985517502, 0.2597203850746155, 0.018699638545513153, 0.02926275134086609, 0.037442490458488464, 0.0015854323282837868, 0.4304089844226837]",1
train_111.png,"[0.036845844238996506, 0.16350442171096802, 0.000815659062936902, 0.016725361347198486, 0.0009338171221315861, 0.0005568683263845742, 0.0025870604440569878, 0.007572219241410494, 0.06002190336585045, 0.00024330518499482423, 0.0020015412010252476, 0.0008082223357632756, 0.008883736096322536, 0.005438937805593014, 0.0010710086207836866, 0.0013736211694777012, 0.004426538944244385, 3.284835838712752e-05, 3.6423123674467206e-05, 0.05458271875977516, 0.0015188567340373993, 0.0002471631160005927, 0.04745160788297653, 0.027799008414149284, 0.01657746359705925, 0.016542980447411537, 0.4034838378429413, 0.026465944945812225, 0.02658870443701744, 0.0070494236424565315, 0.0052107227966189384, 0.8238556385040283]",1
train_112.png,"[0.013188818469643593, 0.000641112681478262, 0.009141471236944199, 0.004588603973388672, 0.0005656655412167311, 0.005558054894208908, 0.0017200768925249577, 1.8513761460781097e-05, 0.012554218992590904, 0.0006559824105352163, 0.0006369226612150669, 0.00012077964493073523, 0.001343822106719017, 0.03498457372188568, 9.622595098335296e-05, 0.00321805477142334, 0.02321665734052658, 0.0015136623987928033, 0.009635446593165398, 0.041254423558712006, 0.0025009512901306152, 0.00017947854939848185, 0.0032309656962752342, 0.002098020864650607, 0.0015088305808603764, 0.00036838767118752003, 0.002070418559014797, 0.007681332528591156, 0.0037488078232854605, 0.025349926203489304, 0.022492684423923492, 0.19512900710105896]",1
train_113.png,"[0.0011960482224822044, 0.007212336175143719, 0.005979127250611782, 0.00014199642464518547, 0.002143170451745391, 0.0007878253236413002, 0.0011825519613921642, 0.012496446259319782, 0.06103988736867905, 0.0008060398977249861, 3.683182876557112e-05, 0.00010165871935896575, 0.004848666023463011, 0.03138351812958717, 0.00014939563698135316, 0.00042085169116035104, 0.11570032685995102, 0.000857733772136271, 0.004437307361513376, 0.015924625098705292, 0.04770985245704651, 1.1716474546119571e-07, 0.0005619705189019442, 1.2960168533027172e-05, 0.000227634038310498, 0.0006406138418242335, 0.016928143799304962, 0.010554338805377483, 0.011029757559299469, 0.0017796866595745087, 0.010321663692593575, 0.06529019773006439]",1
train_115.png,"[0.042881712317466736, 0.10740762203931808, 0.005420469678938389, 0.04556664824485779, 0.004799362737685442, 0.0018662920920178294, 0.0021996612194925547, 0.0018181888153776526, 0.10574843734502792, 0.0004431731067597866, 0.007832500152289867, 0.0002778496709652245, 0.028552576899528503, 0.006270528770983219, 0.00010593218030408025, 0.007148066069930792, 0.014109083451330662, 2.7599948225542903e-05, 0.0007062709191814065, 0.02649712562561035, 0.00819879025220871, 8.385554974665865e-05, 0.10211168974637985, 0.010558712296187878, 0.009053517132997513, 0.003736803075298667, 0.0631118193268776, 0.006413732189685106, 0.007373642176389694, 0.04368067532777786, 0.00899694673717022, 0.5907982587814331]",1
train_116.png,"[0.042991865426301956, 0.08117038011550903, 0.0036643764469772577, 0.015663640573620796, 0.0027777678333222866, 0.005647771060466766, 0.05110296607017517, 0.016086945310235023, 0.04077713191509247, 0.0006492113461717963, 0.002062050625681877, 0.0005821618251502514, 0.02612077258527279, 0.04134030640125275, 4.707975313067436e-05, 0.024931179359555244, 0.005332528613507748, 0.00011246484064031392, 0.00021665077656507492, 0.002291381359100342, 0.05408000946044922, 0.00018775337957777083, 0.047629378736019135, 0.05067312344908714, 0.011184172704815865, 0.004844796843826771, 0.19817262887954712, 0.028905216604471207, 0.0245826318860054, 0.0750255212187767, 0.07051019370555878, 0.7208313941955566]",1
train_117.png,"[0.024325184524059296, 0.006813167594373226, 0.0076126218773424625, 0.006781124509871006, 0.0033127155620604753, 0.0008252074476331472, 0.0009915998671203852, 0.003848582971841097, 0.014986403286457062, 0.0007538721547462046, 0.0024394290521740913, 0.0006472086533904076, 0.008464562706649303, 0.0038269702345132828, 0.00023459804651793092, 0.0013566398993134499, 0.0782381147146225, 6.358232349157333e-05, 0.012275811284780502, 0.06837236881256104, 0.0878416895866394, 0.0001724258327158168, 0.004790930077433586, 0.0006734195630997419, 0.0004580920794978738, 0.004435417242348194, 0.0028828512877225876, 0.022513628005981445, 0.008207101374864578, 0.06611806899309158, 0.015529492869973183, 0.2616841793060303]",1
train_118.png,"[0.0021160519681870937, 0.003762457985430956, 0.002704132813960314, 0.03125446289777756, 0.0017671803943812847, 0.01530982181429863, 0.0027807513251900673, 0.0008238579612225294, 0.004006864968687296, 0.00031628512078896165, 0.007822936400771141, 0.0006661437801085413, 0.002284722402691841, 0.026951182633638382, 0.0003116424777545035, 0.05673521012067795, 0.021345142275094986, 0.00036616454599425197, 0.0007620772812515497, 0.010554201900959015, 0.04649798944592476, 5.5448537750635296e-05, 0.02642904222011566, 0.010086891241371632, 0.0011632791720330715, 0.0010984083637595177, 0.05459091439843178, 0.010698294267058372, 0.00100195431150496, 0.20077811181545258, 0.15196724236011505, 0.5234405994415283]",1
train_119.png,"[0.00017847848357632756, 0.0020488842856138945, 0.0217776857316494, 0.0002660404425114393, 0.0056249587796628475, 0.0004555781779345125, 0.004027782008051872, 0.0011439803056418896, 0.001976609230041504, 0.00036980598815716803, 0.0007611213950440288, 0.00018629373516887426, 4.8647052608430386e-05, 0.23477280139923096, 0.00027622428024187684, 0.0006594345322810113, 0.03374463692307472, 0.0021255863830447197, 0.008474539965391159, 0.17245669662952423, 0.022211376577615738, 0.0004955061012879014, 0.002550758421421051, 0.004266106989234686, 0.010583135299384594, 0.0026484967675060034, 0.0028010490350425243, 0.0005073749925941229, 0.00029599678236991167, 0.6657465696334839, 0.009234996512532234, 0.19178834557533264]",1
train_12.png,"[0.05670074000954628, 0.06978476047515869, 0.002528772223740816, 0.011970601975917816, 0.002697152318432927, 0.002523193135857582, 0.002716656308621168, 0.007710338570177555, 0.14864332973957062, 0.00019178538059350103, 0.0018331727478653193, 5.5797980166971684e-05, 0.003986862953752279, 0.015732940286397934, 2.4456385290250182e-05, 0.005033361725509167, 0.04148745909333229, 0.0008491664193570614, 0.003404313698410988, 0.053969450294971466, 0.4064430594444275, 0.0003404248273000121, 0.014572679996490479, 0.003856266848742962, 0.23536927998065948, 0.0024387005250900984, 0.03744065761566162, 0.030351947993040085, 0.004925417713820934, 0.0008127084001898766, 0.0085469800978899, 0.09022973477840424]",1
train_120.png,"[0.002740680705755949, 0.0016740327700972557, 0.0007784285116940737, 0.012395501136779785, 0.0005545979365706444, 0.009978782385587692, 0.012950770556926727, 0.011964640580117702, 0.006727706640958786, 0.007321897894144058, 0.0023357209283858538, 0.00026579340919852257, 0.00584364915266633, 0.022831939160823822, 3.65171508747153e-05, 0.0029666624031960964, 0.014794506132602692, 0.00031851461972109973, 8.411332964897156e-05, 0.002752259373664856, 0.058713167905807495, 0.0004077956546097994, 0.014019997790455818, 0.0023203520104289055, 0.002016976475715637, 0.00029046181589365005, 0.0068359170109033585, 0.004853603430092335, 0.005398916080594063, 0.2595174312591553, 0.03782059624791145, 0.3124419152736664]",1
train_121.png,"[0.026208439841866493, 0.025230519473552704, 0.011948480270802975, 0.21375641226768494, 0.017917335033416748, 0.012057998217642307, 0.012452875263988972, 0.0035844375379383564, 0.04964027926325798, 0.0024152803234755993, 0.010199637152254581, 8.296393207274377e-05, 0.06820769608020782, 0.03588218614459038, 0.0003644648240879178, 0.018242741003632545, 0.008697147481143475, 0.0007367415237240493, 0.01792122796177864, 0.10469881445169449, 0.061130646616220474, 0.00042339719948358834, 0.09490321576595306, 0.036794234067201614, 0.019477728754281998, 0.00044369976967573166, 0.01286308653652668, 0.004715951159596443, 0.001641621463932097, 0.04278638958930969, 0.01188492588698864, 0.37693580985069275]",1
train_122.png,"[0.10476162284612656, 0.17468658089637756, 0.005114010535180569, 0.03916152939200401, 0.0073465146124362946, 0.0024481911677867174, 0.009514153003692627, 0.005548232700675726, 0.10111676156520844, 0.0007357317954301834, 0.0009174568112939596, 0.00026972993509843946, 0.033415306359529495, 0.07508086413145065, 0.0005926332087256014, 0.0017734672874212265, 0.05386729538440704, 0.002212769817560911, 0.0061606052331626415, 0.4888726770877838, 0.012260358780622482, 5.906328442506492e-05, 0.10669990628957748, 0.013080202974379063, 0.03988233208656311, 0.009605510160326958, 0.10939973592758179, 0.027266668155789375, 0.019894104450941086, 0.07379446923732758, 0.00458944495767355, 0.08475140482187271]",1
train_123.png,"[0.002109076362103224, 0.013039288111031055, 0.0017871514428406954, 0.0007616430521011353, 0.0013446181546896696, 0.006541624665260315, 0.005005953833460808, 0.007849039509892464, 0.02124914899468422, 0.004499269183725119, 0.00021044316235929728, 0.0004786450299434364, 0.015244266018271446, 0.12994633615016937, 9.84298822004348e-06, 0.015074345283210278, 0.006491415202617645, 1.2330710887908936e-06, 0.0009660535142756999, 0.05554027855396271, 0.16963982582092285, 2.1568142983596772e-05, 0.003247736021876335, 0.004140812903642654, 0.0009987476514652371, 0.0016585492994636297, 0.011113477870821953, 0.0010722735896706581, 0.005007660947740078, 0.2042449414730072, 0.14127948880195618, 0.18451783061027527]",1
train_124.png,"[0.007616239134222269, 0.0013948252890259027, 0.0001389235258102417, 0.05254872888326645, 0.0017893274780362844, 0.005228162743151188, 0.00044786755461245775, 0.0016705318121239543, 0.003603910095989704, 0.0023054261691868305, 0.01031522173434496, 8.320850611198694e-05, 0.01005568727850914, 0.0021511055529117584, 1.2914577382616699e-05, 0.01224372535943985, 0.04848872870206833, 0.0007773952092975378, 0.0012234991881996393, 0.01314523071050644, 0.030001431703567505, 0.00014411805022973567, 0.0064848936162889, 0.005037914961576462, 0.0025750340428203344, 0.00034196930937469006, 0.007782981730997562, 0.006070829927921295, 0.0031222470570355654, 0.2709910571575165, 0.022319089621305466, 0.5219168066978455]",1
train_125.png,"[0.04875298589468002, 0.008912457153201103, 0.006412502843886614, 0.121827132999897, 0.005521024577319622, 0.032046061009168625, 0.009637303650379181, 0.007994226180016994, 0.044270191341638565, 0.0007319986470974982, 0.005069654434919357, 0.0008830188889987767, 0.04834040254354477, 0.04726149141788483, 5.5082375183701515e-05, 0.04483329877257347, 0.026933638378977776, 0.0002822043315973133, 0.0014738932950422168, 0.06555093079805374, 0.035011060535907745, 0.00014120266132522374, 0.006640186533331871, 0.0032865055836737156, 0.05712331086397171, 0.0011324522783979774, 0.05663216859102249, 0.012888130731880665, 0.0039040467236191034, 0.05063501000404358, 0.0972045511007309, 0.6868429780006409]",1
train_126.png,"[0.010989989154040813, 0.0013084023958072066, 0.002683366648852825, 0.0007953997701406479, 0.002682359889149666, 0.0005602606106549501, 0.00014494924107566476, 0.0005803575040772557, 0.004145578481256962, 0.002348093781620264, 0.0003429989446885884, 0.00020169471099507064, 0.0013206484727561474, 0.11017966270446777, 1.9576254999265075e-06, 0.005128905177116394, 0.04640578478574753, 0.00017230387311428785, 0.0033189035020768642, 0.04949171841144562, 0.09714050590991974, 0.00037003663601353765, 0.00042788777500391006, 0.0005743051879107952, 0.0016990911681205034, 0.002245618961751461, 0.008412032388150692, 1.6498379409313202e-05, 0.0012338485103100538, 0.3038054406642914, 0.021460101008415222, 0.247142493724823]",1
train_127.png,"[0.004100087098777294, 0.04625222831964493, 0.0012048883363604546, 0.026426086202263832, 0.003350720042362809, 0.005280206445604563, 0.0014758639736101031, 0.0016627754084765911, 0.008468547835946083, 2.2440217435359955e-06, 0.005016091745346785, 0.0007296278490684927, 0.003369877114892006, 0.005744563415646553, 0.00017538056999910623, 0.014805330894887447, 0.012961756438016891, 0.002455978887155652, 0.002062177751213312, 0.1917402148246765, 0.025587379932403564, 0.00022922345669940114, 0.006753366440534592, 0.0018237698823213577, 0.0009545425418764353, 0.005999484099447727, 0.04993783310055733, 0.001784585416316986, 0.005606869701296091, 0.15690606832504272, 0.009070662781596184, 0.021237526088953018]",1
train_128.png,"[0.03805331140756607, 0.060990072786808014, 5.379924550652504e-05, 0.06310437619686127, 0.0025873002596199512, 0.002108478918671608, 0.004188030958175659, 0.0022870530374348164, 0.06431358307600021, 0.001571249682456255, 0.004953344352543354, 3.218659549020231e-05, 0.03552544116973877, 0.010679971426725388, 4.5658453018404543e-05, 0.00046892999671399593, 0.012044185772538185, 0.0005861913086846471, 0.0018304602708667517, 0.0405355840921402, 0.026132047176361084, 0.00046497301082126796, 0.0235210619866848, 0.00481693260371685, 0.012980359606444836, 0.001196109689772129, 0.038857486099004745, 0.010087421163916588, 0.00559321790933609, 0.010580115020275116, 0.0023091742768883705, 0.3492562770843506]",1
train_129.png,"[0.00101526640355587, 0.00018664394156076014, 0.00056891655549407, 0.0025763027369976044, 0.006942615378648043, 0.0019309413619339466, 0.0010712725343182683, 0.0006847725599072874, 0.00818006694316864, 0.0014189544599503279, 0.000885621877387166, 6.719917291775346e-05, 0.011829027906060219, 0.011910572648048401, 0.00016569065337534994, 0.003521702717989683, 0.0435531809926033, 7.419034955091774e-05, 0.0020182321313768625, 0.11093170940876007, 0.09840364754199982, 1.9988059648312628e-05, 0.001972686965018511, 0.0003628476115409285, 0.006061352323740721, 0.0009382343268953264, 0.014056289568543434, 0.0007329213549382985, 0.00023048638831824064, 0.08862879872322083, 0.0028465818613767624, 0.07118178904056549]",1
train_13.png,"[0.007305380888283253, 0.00010943179950118065, 0.0007065609097480774, 0.00561792217195034, 0.0017429245635867119, 5.722115747630596e-05, 0.0011549826012924314, 0.0010250306222587824, 0.03596733883023262, 0.0005536227254197001, 0.00016523292288184166, 9.432388469576836e-05, 0.012423601001501083, 0.01966695860028267, 4.5451175537891686e-05, 0.00015551038086414337, 0.02663154900074005, 0.002771985251456499, 0.00023242086172103882, 0.06858813017606735, 0.12360769510269165, 0.00011939875548705459, 0.00319722224958241, 0.0007946003461256623, 0.01357739232480526, 0.0003583321813493967, 0.0027327565476298332, 0.0002533942461013794, 0.002631977666169405, 0.07171662151813507, 0.040898460894823074, 0.11322619765996933]",1
train_131.png,"[6.025424227118492e-06, 3.944103082176298e-05, 0.001892200903967023, 0.001917561748996377, 0.0002965263556689024, 5.139198765391484e-05, 0.00016637469525448978, 0.0004113027243874967, 0.002228986704722047, 2.3115455405786633e-05, 4.417239688336849e-05, 6.000790745019913e-05, 0.00031605688855051994, 0.042387817054986954, 0.00010507975821383297, 0.00021349955932237208, 0.005892702378332615, 0.0001677052496233955, 3.198481863364577e-05, 0.035073332488536835, 0.013515450060367584, 0.00045554505777545273, 0.00024130793462973088, 0.00028123753145337105, 0.0042664119973778725, 2.2455467842519283e-05, 0.00045613356633111835, 0.0008557108230888844, 0.00041598043753765523, 0.0023117810487747192, 0.0023746781516820192, 0.0839892029762268]",1
train_132.png,"[0.0001678432890912518, 6.8789122451562434e-06, 0.00695778289809823, 0.00024507998023182154, 0.0004100293153896928, 4.757572605740279e-05, 7.226877642096952e-05, 6.803020369261503e-06, 0.009389265440404415, 0.0009152989368885756, 0.00027253912412561476, 0.00010627307347021997, 0.0002651982649695128, 0.27396726608276367, 0.000490954436827451, 0.0016909477999433875, 0.0007763081230223179, 0.00044108793372288346, 0.0014625280164182186, 0.25782090425491333, 0.0009619200136512518, 2.9845614335499704e-07, 3.5712451790459454e-05, 0.00025506323436275125, 8.979653648566455e-05, 5.2545074140653014e-05, 0.0004106210544705391, 0.0006408729823306203, 0.00016757188132032752, 0.01110549084842205, 0.012667665258049965, 0.010843278840184212]",1
train_133.png,"[0.009554104879498482, 0.009048628620803356, 0.0018625729717314243, 0.004138766787946224, 0.0011936337687075138, 0.002170291030779481, 0.014118829742074013, 0.02087782323360443, 0.006608043797314167, 0.00014105008449405432, 0.0016925823874771595, 0.0005736203747801483, 0.0041468385607004166, 0.08839859813451767, 2.3030821466818452e-05, 0.005179137922823429, 0.053736086934804916, 2.133083762601018e-05, 0.00028866331558674574, 0.06886705756187439, 0.13495512306690216, 0.0007778099970892072, 0.0016699100378900766, 0.0005337659385986626, 0.0015539219602942467, 6.924697663635015e-05, 0.0009221034124493599, 0.010282258503139019, 0.014223502948880196, 0.0828387439250946, 0.013948393985629082, 0.10112181305885315]",1
train_134.png,"[0.00016533455345779657, 0.0002581962035037577, 0.002628687769174576, 0.0009269064175896347, 0.002522202441468835, 0.00010233187640551478, 0.0001863697252701968, 6.801835115766153e-05, 0.0034316640812903643, 0.010749240405857563, 0.0006314018974080682, 0.0001490098366048187, 0.0025495700538158417, 0.12539638578891754, 0.0004655408556573093, 0.0003924915217794478, 0.010774482041597366, 0.0003889164072461426, 0.010900439694523811, 0.5196716785430908, 0.02836020477116108, 2.1123145415913314e-05, 0.0003419319400563836, 0.0002942800638265908, 0.00015615095617249608, 0.00023325947404373437, 3.7427525967359543e-06, 0.0004755043191835284, 0.0005578678683377802, 0.0007956265471875668, 0.001346728764474392, 0.3884598910808563]",1
train_135.png,"[0.0008010390447452664, 0.00031146552646532655, 0.0029680300503969193, 0.0027617276646196842, 0.014258172363042831, 0.002012509386986494, 0.001671274658292532, 0.00010594114428386092, 0.005102337338030338, 0.004832674749195576, 0.0008563043083995581, 9.236566256731749e-05, 0.015730414539575577, 0.03430846333503723, 0.0006716000498272479, 0.0034365931060165167, 0.06754548102617264, 0.0001410202239640057, 0.0071783349849283695, 0.18788564205169678, 0.09071329236030579, 0.00016218892415054142, 0.0021799567621201277, 0.0003348324680700898, 0.038208555430173874, 0.00207615178078413, 0.010832160711288452, 0.000216615735553205, 8.622999303042889e-05, 0.02212379314005375, 0.016756046563386917, 0.15016651153564453]",1
train_136.png,"[0.0013673994690179825, 0.0020973714999854565, 0.0032453101594001055, 0.0033653774298727512, 0.0005494423676282167, 0.00034066932857967913, 0.0007281523430719972, 8.328437979798764e-05, 0.022972935810685158, 0.0009766739094629884, 0.0005017012590542436, 7.21440592315048e-05, 0.0006684851832687855, 0.0006495602428913116, 0.00017307736561633646, 0.00033155956771224737, 0.07292788475751877, 0.00015631197311449796, 0.004098446574062109, 0.3477689325809479, 0.0023452192544937134, 5.596300252364017e-05, 0.0024345724377781153, 0.00031392613891512156, 0.004846530966460705, 0.0004233487998135388, 0.03842595964670181, 0.0004463515942916274, 0.001391999889165163, 0.0517912358045578, 0.012666893191635609, 0.4671779274940491]",1
